STATE,Year,Crime Type,Number
Punjab,2004,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Punjab,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Punjab,2006,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,2
Punjab,2007,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Punjab,2008,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Punjab,2009,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Punjab,2010,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Punjab,2011,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Punjab,2012,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Rajasthan,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,1
Rajasthan,2002,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Rajasthan,2003,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,1
Rajasthan,2004,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,1
Rajasthan,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Rajasthan,2006,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,3
Rajasthan,2007,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Rajasthan,2008,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Rajasthan,2009,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Rajasthan,2010,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Rajasthan,2011,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Rajasthan,2012,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Sikkim,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Sikkim,2002,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Sikkim,2003,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Sikkim,2004,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Sikkim,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Sikkim,2006,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Sikkim,2007,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Sikkim,2008,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Sikkim,2009,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Sikkim,2010,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Sikkim,2011,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Sikkim,2012,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tamil Nadu,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,14
Tamil Nadu,2002,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tamil Nadu,2003,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,1
Tamil Nadu,2004,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tamil Nadu,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tamil Nadu,2006,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tamil Nadu,2007,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tamil Nadu,2008,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tamil Nadu,2009,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tamil Nadu,2010,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tamil Nadu,2011,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tamil Nadu,2012,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tripura,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tripura,2002,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tripura,2003,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tripura,2004,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tripura,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tripura,2006,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tripura,2007,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tripura,2008,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tripura,2009,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tripura,2010,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tripura,2011,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Tripura,2012,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttar Pradesh,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttar Pradesh,2002,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttar Pradesh,2003,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttar Pradesh,2004,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,3
Uttar Pradesh,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttar Pradesh,2006,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttar Pradesh,2007,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttar Pradesh,2008,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttar Pradesh,2009,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttar Pradesh,2010,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttar Pradesh,2011,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttar Pradesh,2012,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttarakhand,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttarakhand,2002,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,1
Uttarakhand,2003,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttarakhand,2004,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttarakhand,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttarakhand,2006,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttarakhand,2007,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttarakhand,2008,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttarakhand,2009,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttarakhand,2010,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttarakhand,2011,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
Uttarakhand,2012,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
West Bengal,2001,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,3
West Bengal,2002,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,1
West Bengal,2003,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,1
West Bengal,2004,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,12
West Bengal,2005,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,61
West Bengal,2006,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,1
West Bengal,2007,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,5
West Bengal,2008,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,5
West Bengal,2009,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,5
West Bengal,2010,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,8
West Bengal,2011,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,0
West Bengal,2012,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,12
A & N Islands,2001,CAUSING DEATH BY NEGLIGENCE,0
A & N Islands,2002,CAUSING DEATH BY NEGLIGENCE,0
A & N Islands,2003,CAUSING DEATH BY NEGLIGENCE,0
A & N Islands,2004,CAUSING DEATH BY NEGLIGENCE,6
A & N Islands,2005,CAUSING DEATH BY NEGLIGENCE,3
A & N Islands,2006,CAUSING DEATH BY NEGLIGENCE,2
A & N Islands,2007,CAUSING DEATH BY NEGLIGENCE,4
A & N Islands,2008,CAUSING DEATH BY NEGLIGENCE,4
A & N Islands,2009,CAUSING DEATH BY NEGLIGENCE,2
A & N Islands,2010,CAUSING DEATH BY NEGLIGENCE,9
A & N Islands,2011,CAUSING DEATH BY NEGLIGENCE,6
A & N Islands,2012,CAUSING DEATH BY NEGLIGENCE,6
Andhra Pradesh,2001,CAUSING DEATH BY NEGLIGENCE,7400
Andhra Pradesh,2002,CAUSING DEATH BY NEGLIGENCE,8691
Andhra Pradesh,2003,CAUSING DEATH BY NEGLIGENCE,8515
Andhra Pradesh,2004,CAUSING DEATH BY NEGLIGENCE,11452
Andhra Pradesh,2005,CAUSING DEATH BY NEGLIGENCE,9973
Andhra Pradesh,2006,CAUSING DEATH BY NEGLIGENCE,11489
Andhra Pradesh,2007,CAUSING DEATH BY NEGLIGENCE,12629
Andhra Pradesh,2008,CAUSING DEATH BY NEGLIGENCE,12861
Andhra Pradesh,2009,CAUSING DEATH BY NEGLIGENCE,13438
Andhra Pradesh,2010,CAUSING DEATH BY NEGLIGENCE,14085
Andhra Pradesh,2011,CAUSING DEATH BY NEGLIGENCE,13973
Andhra Pradesh,2012,CAUSING DEATH BY NEGLIGENCE,13929
Arunachal Pradesh,2001,CAUSING DEATH BY NEGLIGENCE,0
Arunachal Pradesh,2002,CAUSING DEATH BY NEGLIGENCE,0
Arunachal Pradesh,2003,CAUSING DEATH BY NEGLIGENCE,0
Arunachal Pradesh,2004,CAUSING DEATH BY NEGLIGENCE,0
Arunachal Pradesh,2005,CAUSING DEATH BY NEGLIGENCE,69
Arunachal Pradesh,2006,CAUSING DEATH BY NEGLIGENCE,82
Arunachal Pradesh,2007,CAUSING DEATH BY NEGLIGENCE,82
Arunachal Pradesh,2008,CAUSING DEATH BY NEGLIGENCE,104
Arunachal Pradesh,2009,CAUSING DEATH BY NEGLIGENCE,110
Arunachal Pradesh,2010,CAUSING DEATH BY NEGLIGENCE,106
Arunachal Pradesh,2011,CAUSING DEATH BY NEGLIGENCE,98
Arunachal Pradesh,2012,CAUSING DEATH BY NEGLIGENCE,94
Assam,2001,CAUSING DEATH BY NEGLIGENCE,2010
Assam,2002,CAUSING DEATH BY NEGLIGENCE,1957
Assam,2003,CAUSING DEATH BY NEGLIGENCE,2086
Assam,2004,CAUSING DEATH BY NEGLIGENCE,2239
Assam,2005,CAUSING DEATH BY NEGLIGENCE,2695
Assam,2006,CAUSING DEATH BY NEGLIGENCE,3022
Assam,2007,CAUSING DEATH BY NEGLIGENCE,2875
Assam,2008,CAUSING DEATH BY NEGLIGENCE,2259
Assam,2009,CAUSING DEATH BY NEGLIGENCE,2735
Assam,2010,CAUSING DEATH BY NEGLIGENCE,2847
Assam,2011,CAUSING DEATH BY NEGLIGENCE,2915
Assam,2012,CAUSING DEATH BY NEGLIGENCE,2565
Bihar,2001,CAUSING DEATH BY NEGLIGENCE,2406
Bihar,2002,CAUSING DEATH BY NEGLIGENCE,2497
Bihar,2003,CAUSING DEATH BY NEGLIGENCE,2574
Bihar,2004,CAUSING DEATH BY NEGLIGENCE,2405
Bihar,2005,CAUSING DEATH BY NEGLIGENCE,2680
Bihar,2006,CAUSING DEATH BY NEGLIGENCE,2860
Bihar,2007,CAUSING DEATH BY NEGLIGENCE,3789
Bihar,2008,CAUSING DEATH BY NEGLIGENCE,4592
Bihar,2009,CAUSING DEATH BY NEGLIGENCE,4516
Bihar,2010,CAUSING DEATH BY NEGLIGENCE,5615
Bihar,2011,CAUSING DEATH BY NEGLIGENCE,5877
Bihar,2012,CAUSING DEATH BY NEGLIGENCE,4631
Chandigarh,2001,CAUSING DEATH BY NEGLIGENCE,6
Chandigarh,2002,CAUSING DEATH BY NEGLIGENCE,7
Chandigarh,2003,CAUSING DEATH BY NEGLIGENCE,8
Chandigarh,2004,CAUSING DEATH BY NEGLIGENCE,5
Chandigarh,2005,CAUSING DEATH BY NEGLIGENCE,9
Chandigarh,2006,CAUSING DEATH BY NEGLIGENCE,14
Chandigarh,2007,CAUSING DEATH BY NEGLIGENCE,15
Chandigarh,2008,CAUSING DEATH BY NEGLIGENCE,11
Chandigarh,2009,CAUSING DEATH BY NEGLIGENCE,7
Chandigarh,2010,CAUSING DEATH BY NEGLIGENCE,6
Chandigarh,2011,CAUSING DEATH BY NEGLIGENCE,7
Chandigarh,2012,CAUSING DEATH BY NEGLIGENCE,3
Chhattisgarh,2001,CAUSING DEATH BY NEGLIGENCE,689
Chhattisgarh,2002,CAUSING DEATH BY NEGLIGENCE,963
Chhattisgarh,2003,CAUSING DEATH BY NEGLIGENCE,1158
Chhattisgarh,2004,CAUSING DEATH BY NEGLIGENCE,1717
Chhattisgarh,2005,CAUSING DEATH BY NEGLIGENCE,2004
Chhattisgarh,2006,CAUSING DEATH BY NEGLIGENCE,2239
Chhattisgarh,2007,CAUSING DEATH BY NEGLIGENCE,2476
Chhattisgarh,2008,CAUSING DEATH BY NEGLIGENCE,2800
Chhattisgarh,2009,CAUSING DEATH BY NEGLIGENCE,2735
Chhattisgarh,2010,CAUSING DEATH BY NEGLIGENCE,2907
Chhattisgarh,2011,CAUSING DEATH BY NEGLIGENCE,2856
Chhattisgarh,2012,CAUSING DEATH BY NEGLIGENCE,2888
D & N Haveli,2001,CAUSING DEATH BY NEGLIGENCE,0
D & N Haveli,2002,CAUSING DEATH BY NEGLIGENCE,0
D & N Haveli,2003,CAUSING DEATH BY NEGLIGENCE,1
D & N Haveli,2004,CAUSING DEATH BY NEGLIGENCE,8
D & N Haveli,2005,CAUSING DEATH BY NEGLIGENCE,17
D & N Haveli,2006,CAUSING DEATH BY NEGLIGENCE,16
D & N Haveli,2007,CAUSING DEATH BY NEGLIGENCE,12
D & N Haveli,2008,CAUSING DEATH BY NEGLIGENCE,10
D & N Haveli,2009,CAUSING DEATH BY NEGLIGENCE,17
D & N Haveli,2010,CAUSING DEATH BY NEGLIGENCE,20
D & N Haveli,2011,CAUSING DEATH BY NEGLIGENCE,24
D & N Haveli,2012,CAUSING DEATH BY NEGLIGENCE,23
Daman & Diu,2001,CAUSING DEATH BY NEGLIGENCE,0
Daman & Diu,2002,CAUSING DEATH BY NEGLIGENCE,0
Daman & Diu,2003,CAUSING DEATH BY NEGLIGENCE,6
Daman & Diu,2004,CAUSING DEATH BY NEGLIGENCE,25
Daman & Diu,2005,CAUSING DEATH BY NEGLIGENCE,24
Daman & Diu,2006,CAUSING DEATH BY NEGLIGENCE,26
Daman & Diu,2007,CAUSING DEATH BY NEGLIGENCE,32
Daman & Diu,2008,CAUSING DEATH BY NEGLIGENCE,39
Daman & Diu,2009,CAUSING DEATH BY NEGLIGENCE,40
Daman & Diu,2010,CAUSING DEATH BY NEGLIGENCE,38
Daman & Diu,2011,CAUSING DEATH BY NEGLIGENCE,43
Daman & Diu,2012,CAUSING DEATH BY NEGLIGENCE,38
Goa,2001,CAUSING DEATH BY NEGLIGENCE,191
Goa,2002,CAUSING DEATH BY NEGLIGENCE,202
Goa,2003,CAUSING DEATH BY NEGLIGENCE,164
Goa,2004,CAUSING DEATH BY NEGLIGENCE,216
Goa,2005,CAUSING DEATH BY NEGLIGENCE,209
Goa,2006,CAUSING DEATH BY NEGLIGENCE,233
Goa,2007,CAUSING DEATH BY NEGLIGENCE,247
Goa,2008,CAUSING DEATH BY NEGLIGENCE,230
Goa,2009,CAUSING DEATH BY NEGLIGENCE,220
Goa,2010,CAUSING DEATH BY NEGLIGENCE,256
Goa,2011,CAUSING DEATH BY NEGLIGENCE,263
Goa,2012,CAUSING DEATH BY NEGLIGENCE,233
Gujarat,2001,CAUSING DEATH BY NEGLIGENCE,2924
Gujarat,2002,CAUSING DEATH BY NEGLIGENCE,3258
Gujarat,2003,CAUSING DEATH BY NEGLIGENCE,3536
Gujarat,2004,CAUSING DEATH BY NEGLIGENCE,3958
Gujarat,2005,CAUSING DEATH BY NEGLIGENCE,4120
Gujarat,2006,CAUSING DEATH BY NEGLIGENCE,4339
Gujarat,2007,CAUSING DEATH BY NEGLIGENCE,4831
Gujarat,2008,CAUSING DEATH BY NEGLIGENCE,4934
Gujarat,2009,CAUSING DEATH BY NEGLIGENCE,5178
Gujarat,2010,CAUSING DEATH BY NEGLIGENCE,5907
Gujarat,2011,CAUSING DEATH BY NEGLIGENCE,5827
Gujarat,2012,CAUSING DEATH BY NEGLIGENCE,5573
Haryana,2001,CAUSING DEATH BY NEGLIGENCE,856
Haryana,2002,CAUSING DEATH BY NEGLIGENCE,955
Haryana,2003,CAUSING DEATH BY NEGLIGENCE,971
Haryana,2004,CAUSING DEATH BY NEGLIGENCE,981
Haryana,2005,CAUSING DEATH BY NEGLIGENCE,1083
Haryana,2006,CAUSING DEATH BY NEGLIGENCE,1350
Haryana,2007,CAUSING DEATH BY NEGLIGENCE,1545
Haryana,2008,CAUSING DEATH BY NEGLIGENCE,1323
Haryana,2009,CAUSING DEATH BY NEGLIGENCE,1549
Haryana,2010,CAUSING DEATH BY NEGLIGENCE,1595
Haryana,2011,CAUSING DEATH BY NEGLIGENCE,1505
Haryana,2012,CAUSING DEATH BY NEGLIGENCE,1484
Himachal Pradesh,2001,CAUSING DEATH BY NEGLIGENCE,483
Himachal Pradesh,2002,CAUSING DEATH BY NEGLIGENCE,482
Himachal Pradesh,2003,CAUSING DEATH BY NEGLIGENCE,463
Himachal Pradesh,2004,CAUSING DEATH BY NEGLIGENCE,469
Himachal Pradesh,2005,CAUSING DEATH BY NEGLIGENCE,480
Himachal Pradesh,2006,CAUSING DEATH BY NEGLIGENCE,499
Himachal Pradesh,2007,CAUSING DEATH BY NEGLIGENCE,597
Himachal Pradesh,2008,CAUSING DEATH BY NEGLIGENCE,485
Himachal Pradesh,2009,CAUSING DEATH BY NEGLIGENCE,616
Himachal Pradesh,2010,CAUSING DEATH BY NEGLIGENCE,610
Himachal Pradesh,2011,CAUSING DEATH BY NEGLIGENCE,563
Himachal Pradesh,2012,CAUSING DEATH BY NEGLIGENCE,562
Jammu & Kashmir,2001,CAUSING DEATH BY NEGLIGENCE,357
Jammu & Kashmir,2002,CAUSING DEATH BY NEGLIGENCE,380
Jammu & Kashmir,2003,CAUSING DEATH BY NEGLIGENCE,378
Jammu & Kashmir,2004,CAUSING DEATH BY NEGLIGENCE,422
Jammu & Kashmir,2005,CAUSING DEATH BY NEGLIGENCE,462
Jammu & Kashmir,2006,CAUSING DEATH BY NEGLIGENCE,222
Jammu & Kashmir,2007,CAUSING DEATH BY NEGLIGENCE,243
Jammu & Kashmir,2008,CAUSING DEATH BY NEGLIGENCE,293
Jammu & Kashmir,2009,CAUSING DEATH BY NEGLIGENCE,517
Jammu & Kashmir,2010,CAUSING DEATH BY NEGLIGENCE,494
Jammu & Kashmir,2011,CAUSING DEATH BY NEGLIGENCE,385
Jammu & Kashmir,2012,CAUSING DEATH BY NEGLIGENCE,371
Jharkhand,2001,CAUSING DEATH BY NEGLIGENCE,420
Jharkhand,2002,CAUSING DEATH BY NEGLIGENCE,416
Jharkhand,2003,CAUSING DEATH BY NEGLIGENCE,642
Jharkhand,2004,CAUSING DEATH BY NEGLIGENCE,416
Jharkhand,2005,CAUSING DEATH BY NEGLIGENCE,1490
Jharkhand,2006,CAUSING DEATH BY NEGLIGENCE,1154
Jharkhand,2007,CAUSING DEATH BY NEGLIGENCE,1019
Jharkhand,2008,CAUSING DEATH BY NEGLIGENCE,1310
Jharkhand,2009,CAUSING DEATH BY NEGLIGENCE,1678
Jharkhand,2010,CAUSING DEATH BY NEGLIGENCE,1745
Jharkhand,2011,CAUSING DEATH BY NEGLIGENCE,1728
Jharkhand,2012,CAUSING DEATH BY NEGLIGENCE,1594
Karnataka,2001,CAUSING DEATH BY NEGLIGENCE,100
Karnataka,2002,CAUSING DEATH BY NEGLIGENCE,152
Karnataka,2003,CAUSING DEATH BY NEGLIGENCE,172
Karnataka,2004,CAUSING DEATH BY NEGLIGENCE,277
Karnataka,2005,CAUSING DEATH BY NEGLIGENCE,243
Karnataka,2006,CAUSING DEATH BY NEGLIGENCE,534
Karnataka,2007,CAUSING DEATH BY NEGLIGENCE,514
Karnataka,2008,CAUSING DEATH BY NEGLIGENCE,572
Karnataka,2009,CAUSING DEATH BY NEGLIGENCE,417
Karnataka,2010,CAUSING DEATH BY NEGLIGENCE,471
Karnataka,2011,CAUSING DEATH BY NEGLIGENCE,750
Karnataka,2012,CAUSING DEATH BY NEGLIGENCE,876
Kerala,2001,CAUSING DEATH BY NEGLIGENCE,0
Kerala,2002,CAUSING DEATH BY NEGLIGENCE,32
Kerala,2003,CAUSING DEATH BY NEGLIGENCE,35
Kerala,2004,CAUSING DEATH BY NEGLIGENCE,42
Kerala,2005,CAUSING DEATH BY NEGLIGENCE,34
Kerala,2006,CAUSING DEATH BY NEGLIGENCE,49
Kerala,2007,CAUSING DEATH BY NEGLIGENCE,59
Kerala,2008,CAUSING DEATH BY NEGLIGENCE,37
Kerala,2009,CAUSING DEATH BY NEGLIGENCE,41
Kerala,2010,CAUSING DEATH BY NEGLIGENCE,47
Kerala,2011,CAUSING DEATH BY NEGLIGENCE,65
Kerala,2012,CAUSING DEATH BY NEGLIGENCE,48
Lakshadweep,2001,CAUSING DEATH BY NEGLIGENCE,0
Lakshadweep,2002,CAUSING DEATH BY NEGLIGENCE,0
Lakshadweep,2003,CAUSING DEATH BY NEGLIGENCE,0
Lakshadweep,2004,CAUSING DEATH BY NEGLIGENCE,0
Lakshadweep,2005,CAUSING DEATH BY NEGLIGENCE,0
Lakshadweep,2006,CAUSING DEATH BY NEGLIGENCE,0
Lakshadweep,2007,CAUSING DEATH BY NEGLIGENCE,0
Lakshadweep,2008,CAUSING DEATH BY NEGLIGENCE,0
Lakshadweep,2009,CAUSING DEATH BY NEGLIGENCE,0
Lakshadweep,2010,CAUSING DEATH BY NEGLIGENCE,0
Lakshadweep,2011,CAUSING DEATH BY NEGLIGENCE,0
Lakshadweep,2012,CAUSING DEATH BY NEGLIGENCE,0
Madhya Pradesh,2001,CAUSING DEATH BY NEGLIGENCE,3297
Madhya Pradesh,2002,CAUSING DEATH BY NEGLIGENCE,3679
Madhya Pradesh,2003,CAUSING DEATH BY NEGLIGENCE,3778
Madhya Pradesh,2004,CAUSING DEATH BY NEGLIGENCE,4209
Madhya Pradesh,2005,CAUSING DEATH BY NEGLIGENCE,4593
Madhya Pradesh,2006,CAUSING DEATH BY NEGLIGENCE,4823
Madhya Pradesh,2007,CAUSING DEATH BY NEGLIGENCE,5754
Madhya Pradesh,2008,CAUSING DEATH BY NEGLIGENCE,6008
Madhya Pradesh,2009,CAUSING DEATH BY NEGLIGENCE,6591
Madhya Pradesh,2010,CAUSING DEATH BY NEGLIGENCE,7038
Madhya Pradesh,2011,CAUSING DEATH BY NEGLIGENCE,7478
Madhya Pradesh,2012,CAUSING DEATH BY NEGLIGENCE,7721
Maharashtra,2001,CAUSING DEATH BY NEGLIGENCE,8993
Maharashtra,2002,CAUSING DEATH BY NEGLIGENCE,9407
Maharashtra,2003,CAUSING DEATH BY NEGLIGENCE,9378
Maharashtra,2004,CAUSING DEATH BY NEGLIGENCE,9574
Maharashtra,2005,CAUSING DEATH BY NEGLIGENCE,9608
Maharashtra,2006,CAUSING DEATH BY NEGLIGENCE,10933
Maharashtra,2007,CAUSING DEATH BY NEGLIGENCE,11946
Maharashtra,2008,CAUSING DEATH BY NEGLIGENCE,12472
Maharashtra,2009,CAUSING DEATH BY NEGLIGENCE,12459
Maharashtra,2010,CAUSING DEATH BY NEGLIGENCE,13508
Maharashtra,2011,CAUSING DEATH BY NEGLIGENCE,13024
Maharashtra,2012,CAUSING DEATH BY NEGLIGENCE,13311
Manipur,2001,CAUSING DEATH BY NEGLIGENCE,7
Manipur,2002,CAUSING DEATH BY NEGLIGENCE,25
Manipur,2003,CAUSING DEATH BY NEGLIGENCE,4
Manipur,2004,CAUSING DEATH BY NEGLIGENCE,35
Manipur,2005,CAUSING DEATH BY NEGLIGENCE,5
Manipur,2006,CAUSING DEATH BY NEGLIGENCE,3
Manipur,2007,CAUSING DEATH BY NEGLIGENCE,1
Manipur,2008,CAUSING DEATH BY NEGLIGENCE,2
Manipur,2009,CAUSING DEATH BY NEGLIGENCE,0
Manipur,2010,CAUSING DEATH BY NEGLIGENCE,1
Manipur,2011,CAUSING DEATH BY NEGLIGENCE,2
Manipur,2012,CAUSING DEATH BY NEGLIGENCE,2
Meghalaya,2001,CAUSING DEATH BY NEGLIGENCE,0
Meghalaya,2002,CAUSING DEATH BY NEGLIGENCE,12
Meghalaya,2003,CAUSING DEATH BY NEGLIGENCE,41
Meghalaya,2004,CAUSING DEATH BY NEGLIGENCE,51
Meghalaya,2005,CAUSING DEATH BY NEGLIGENCE,61
Meghalaya,2006,CAUSING DEATH BY NEGLIGENCE,68
Meghalaya,2007,CAUSING DEATH BY NEGLIGENCE,68
Meghalaya,2008,CAUSING DEATH BY NEGLIGENCE,64
Meghalaya,2009,CAUSING DEATH BY NEGLIGENCE,72
Meghalaya,2010,CAUSING DEATH BY NEGLIGENCE,53
Meghalaya,2011,CAUSING DEATH BY NEGLIGENCE,90
Meghalaya,2012,CAUSING DEATH BY NEGLIGENCE,102
Mizoram,2001,CAUSING DEATH BY NEGLIGENCE,23
Mizoram,2002,CAUSING DEATH BY NEGLIGENCE,13
Mizoram,2003,CAUSING DEATH BY NEGLIGENCE,11
Mizoram,2004,CAUSING DEATH BY NEGLIGENCE,0
Mizoram,2005,CAUSING DEATH BY NEGLIGENCE,4
Mizoram,2006,CAUSING DEATH BY NEGLIGENCE,26
Mizoram,2007,CAUSING DEATH BY NEGLIGENCE,34
Mizoram,2008,CAUSING DEATH BY NEGLIGENCE,53
Mizoram,2009,CAUSING DEATH BY NEGLIGENCE,36
Mizoram,2010,CAUSING DEATH BY NEGLIGENCE,44
Mizoram,2011,CAUSING DEATH BY NEGLIGENCE,37
Mizoram,2012,CAUSING DEATH BY NEGLIGENCE,34
Nagaland,2001,CAUSING DEATH BY NEGLIGENCE,19
Nagaland,2002,CAUSING DEATH BY NEGLIGENCE,24
Nagaland,2003,CAUSING DEATH BY NEGLIGENCE,41
Nagaland,2004,CAUSING DEATH BY NEGLIGENCE,34
Nagaland,2005,CAUSING DEATH BY NEGLIGENCE,37
Nagaland,2006,CAUSING DEATH BY NEGLIGENCE,28
Nagaland,2007,CAUSING DEATH BY NEGLIGENCE,43
Nagaland,2008,CAUSING DEATH BY NEGLIGENCE,44
Nagaland,2009,CAUSING DEATH BY NEGLIGENCE,34
Nagaland,2010,CAUSING DEATH BY NEGLIGENCE,22
Nagaland,2011,CAUSING DEATH BY NEGLIGENCE,15
Nagaland,2012,CAUSING DEATH BY NEGLIGENCE,31
Odisha,2001,CAUSING DEATH BY NEGLIGENCE,1589
Odisha,2002,CAUSING DEATH BY NEGLIGENCE,2672
Odisha,2003,CAUSING DEATH BY NEGLIGENCE,2497
Odisha,2004,CAUSING DEATH BY NEGLIGENCE,2652
Odisha,2005,CAUSING DEATH BY NEGLIGENCE,3034
Odisha,2006,CAUSING DEATH BY NEGLIGENCE,2945
Odisha,2007,CAUSING DEATH BY NEGLIGENCE,3771
Odisha,2008,CAUSING DEATH BY NEGLIGENCE,3535
Odisha,2009,CAUSING DEATH BY NEGLIGENCE,2979
Odisha,2010,CAUSING DEATH BY NEGLIGENCE,3450
